step,hard,temp,i_ptm,energy,stage,block_id,protocol
65,0,1.0,0.25,-0.79,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
66,0,1.0,0.26,-0.84,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
67,0,1.0,0.33,-0.89,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
68,0,1.0,0.32,-0.96,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
69,0,1.0,0.25,-1.21,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
70,0,1.0,0.34,-1.41,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
71,0,1.0,0.17,-1.23,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
72,0,1.0,0.29,-1.07,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
73,0,1.0,0.29,-1.07,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
74,0,1.0,0.27,-1.34,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
75,0,1.0,0.33,-1.66,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
76,0,1.0,0.29,-1.64,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
77,0,1.0,0.36,-1.43,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
78,0,1.0,0.25,-1.46,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
79,0,1.0,0.27,-1.41,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
80,0,1.0,0.31,-1.8,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
81,0,1.0,0.27,-1.89,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
82,0,1.0,0.3,-2.13,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
83,0,1.0,0.33,-2.48,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
84,0,1.0,0.4,-2.39,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
85,0,1.0,0.33,-2.6,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
86,0,1.0,0.34,-2.44,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
87,0,1.0,0.37,-2.54,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
88,0,1.0,0.34,-2.48,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
89,0,1.0,0.32,-2.56,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
90,0,1.0,0.36,-2.44,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
91,0,1.0,0.29,-2.54,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
92,0,1.0,0.39,-2.67,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
93,0,1.0,0.29,-2.66,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
94,0,1.0,0.35,-2.63,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
95,0,1.0,0.36,-2.51,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
96,0,1.0,0.35,-2.85,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
97,0,1.0,0.48,-2.76,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
98,0,1.0,0.33,-2.86,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
99,0,1.0,0.3,-2.85,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
100,0,1.0,0.35,-2.65,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
101,0,1.0,0.12,-13.41,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
102,0,0.98,0.23,-13.21,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
103,0,0.96,0.32,-12.91,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
104,0,0.94,0.33,-12.74,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
105,0,0.92,0.23,-12.72,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
106,0,0.9,0.34,-12.33,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
107,0,0.88,0.41,-12.78,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
108,0,0.86,0.51,-13.12,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
109,0,0.84,0.49,-13.66,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
110,0,0.82,0.37,-14.12,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
111,0,0.8,0.54,-14.31,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
112,0,0.78,0.45,-14.65,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
113,0,0.76,0.49,-14.78,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
114,0,0.74,0.56,-15.4,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
115,0,0.72,0.48,-15.97,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
116,0,0.7,0.45,-15.66,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
117,0,0.68,0.56,-15.91,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
118,0,0.66,0.49,-16.72,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
119,0,0.64,0.6,-16.43,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
120,0,0.62,0.56,-16.85,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
121,0,0.6,0.63,-17.27,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
122,0,0.58,0.58,-16.93,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
123,0,0.56,0.57,-16.86,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
124,0,0.54,0.56,-17.3,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
125,0,0.52,0.63,-17.3,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
126,0,0.5,0.64,-17.14,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
127,0,0.48,0.62,-17.51,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
128,0,0.46,0.66,-17.36,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
129,0,0.44,0.44,-17.51,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
130,0,0.42,0.61,-17.66,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
131,0,0.4,0.64,-17.92,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
132,0,0.38,0.64,-18.21,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
133,0,0.36,0.66,-18.31,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
134,0,0.34,0.67,-18.76,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
135,0,0.32,0.66,-18.55,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
136,0,0.3,0.63,-18.63,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
137,0,0.28,0.66,-19.17,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
138,0,0.26,0.59,-19.53,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
139,0,0.24,0.69,-19.52,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
140,0,0.22,0.68,-19.98,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
141,0,0.2,0.62,-20.25,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
142,0,0.18,0.7,-20.23,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
143,0,0.16,0.76,-20.43,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
144,0,0.14,0.71,-20.71,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
145,0,0.12,0.57,-21.36,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
146,0,0.1,0.62,-21.36,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
147,0,0.08,0.7,-21.22,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
148,0,0.06,0.7,-21.19,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
149,0,0.04,0.71,-21.48,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
150,0,0.02,0.74,-21.95,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
151,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
152,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
153,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
154,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
155,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
156,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
157,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
158,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
159,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
160,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
161,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
162,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
163,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
164,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
165,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
166,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
167,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
168,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
169,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
170,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
171,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
172,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
173,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
174,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
175,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
176,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
177,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
178,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
179,1,0.0,0.41,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
180,1,0.0,0.42,-2.09,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
1,0,1.0,0.12,7.37,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
2,0,1.0,0.1,7.27,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
3,0,1.0,0.12,7.14,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
4,0,1.0,0.09,7.03,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
5,0,1.0,0.12,6.88,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
6,0,1.0,0.09,6.81,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
7,0,1.0,0.12,6.73,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
8,0,1.0,0.09,6.71,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
9,0,1.0,0.13,6.73,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
10,0,1.0,0.14,6.86,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
11,0,1.0,0.09,7.0,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
12,0,1.0,0.12,7.2,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
13,0,1.0,0.16,7.02,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
14,0,1.0,0.11,6.64,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
15,0,1.0,0.13,6.6,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
16,0,1.0,0.09,6.69,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
17,0,1.0,0.14,6.72,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
18,0,1.0,0.18,6.58,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
19,0,1.0,0.15,6.04,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
20,0,1.0,0.16,5.92,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
21,0,1.0,0.2,6.22,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
22,0,1.0,0.18,5.66,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
23,0,1.0,0.11,5.53,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
24,0,1.0,0.09,5.49,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
25,0,1.0,0.18,5.65,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
26,0,1.0,0.1,5.24,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
27,0,1.0,0.26,5.53,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
28,0,1.0,0.21,5.09,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
29,0,1.0,0.15,4.6,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
30,0,1.0,0.22,4.33,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
31,0,1.0,0.12,4.32,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
32,0,1.0,0.18,4.56,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
33,0,1.0,0.23,4.73,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
34,0,1.0,0.09,4.13,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
35,0,1.0,0.12,4.22,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
36,0,1.0,0.13,3.85,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
37,0,1.0,0.24,3.83,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
38,0,1.0,0.22,3.65,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
39,0,1.0,0.26,3.53,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
40,0,1.0,0.1,3.14,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
41,0,1.0,0.18,3.17,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
42,0,1.0,0.12,2.81,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
43,0,1.0,0.22,2.62,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
44,0,1.0,0.14,2.58,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
45,0,1.0,0.24,2.36,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
46,0,1.0,0.2,2.73,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
47,0,1.0,0.17,2.34,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
48,0,1.0,0.2,2.32,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
49,0,1.0,0.18,2.13,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
50,0,1.0,0.16,2.14,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
51,0,1.0,0.22,1.78,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
52,0,1.0,0.19,1.5,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
53,0,1.0,0.15,0.86,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
54,0,1.0,0.17,0.49,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
55,0,1.0,0.22,0.45,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
56,0,1.0,0.12,0.43,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
57,0,1.0,0.12,-0.07,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
58,0,1.0,0.23,-0.33,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
59,0,1.0,0.23,-0.23,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
60,0,1.0,0.21,-0.56,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
61,0,1.0,0.19,-0.87,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
62,0,1.0,0.17,-1.41,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
63,0,1.0,0.24,-1.9,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
64,0,1.0,0.15,-1.83,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
65,0,1.0,0.2,-2.23,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
66,0,1.0,0.25,-2.38,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
67,0,1.0,0.23,-2.27,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
68,0,1.0,0.21,-2.52,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
69,0,1.0,0.26,-2.66,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
70,0,1.0,0.17,-2.61,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
71,0,1.0,0.22,-2.59,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
72,0,1.0,0.24,-2.63,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
73,0,1.0,0.26,-2.71,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
74,0,1.0,0.23,-2.84,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
75,0,1.0,0.26,-2.86,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
76,0,1.0,0.2,-2.93,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
77,0,1.0,0.27,-2.83,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
78,0,1.0,0.29,-2.89,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
79,0,1.0,0.27,-3.1,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
80,0,1.0,0.31,-3.28,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
81,0,1.0,0.25,-3.23,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
82,0,1.0,0.28,-3.35,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
83,0,1.0,0.26,-3.25,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
84,0,1.0,0.27,-3.52,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
85,0,1.0,0.33,-3.43,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
86,0,1.0,0.27,-3.72,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
87,0,1.0,0.27,-3.64,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
88,0,1.0,0.31,-3.87,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
89,0,1.0,0.26,-3.87,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
90,0,1.0,0.29,-3.74,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
91,0,1.0,0.25,-3.68,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
92,0,1.0,0.27,-3.74,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
93,0,1.0,0.32,-3.85,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
94,0,1.0,0.27,-3.98,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
95,0,1.0,0.25,-3.88,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
96,0,1.0,0.24,-3.85,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
97,0,1.0,0.25,-3.64,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
98,0,1.0,0.18,-3.57,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
99,0,1.0,0.26,-3.72,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
100,0,1.0,0.27,-3.68,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
101,0,1.0,0.1,-21.87,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
102,0,0.98,0.26,-21.57,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
103,0,0.96,0.28,-21.32,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
104,0,0.94,0.27,-21.13,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
105,0,0.92,0.46,-20.63,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
106,0,0.9,0.42,-20.35,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
107,0,0.88,0.43,-21.12,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
108,0,0.86,0.42,-21.72,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
109,0,0.84,0.52,-22.48,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
110,0,0.82,0.57,-23.2,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
111,0,0.8,0.63,-24.16,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
112,0,0.78,0.47,-24.48,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
113,0,0.76,0.57,-24.96,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
114,0,0.74,0.53,-25.23,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
115,0,0.72,0.59,-25.49,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
116,0,0.7,0.59,-25.82,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
117,0,0.68,0.6,-26.59,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
118,0,0.66,0.64,-26.55,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
119,0,0.64,0.54,-26.81,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
120,0,0.62,0.69,-26.65,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
121,0,0.6,0.56,-27.54,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
122,0,0.58,0.47,-27.75,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
123,0,0.56,0.59,-28.42,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
124,0,0.54,0.64,-29.22,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
125,0,0.52,0.66,-29.86,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
126,0,0.5,0.58,-30.48,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
127,0,0.48,0.72,-31.08,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__2,gen_energy_A
