step,hard,temp,i_ptm,energy,stage,block_id,protocol
37,0,0.28,0.69,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
38,0,0.26,0.67,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
39,0,0.24,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
40,0,0.22,0.74,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
41,0,0.2,0.7,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
42,0,0.18,0.7,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
43,0,0.16,0.74,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
44,0,0.14,0.74,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
45,0,0.12,0.69,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
46,0,0.1,0.69,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
47,0,0.08,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
48,0,0.06,0.68,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
49,0,0.04,0.75,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
50,0,0.02,0.7,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
51,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
52,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
53,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
54,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
55,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
56,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
57,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
58,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
59,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
60,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
61,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
62,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
63,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
64,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
65,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
66,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
67,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
68,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
69,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
70,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
71,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
72,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
73,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
74,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
75,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
76,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
77,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
78,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
79,1,0.0,0.25,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
80,1,0.0,0.16,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__16,opt_anneal_noenergy
1,0,1.0,0.25,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
2,0,0.98,0.19,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
3,0,0.96,0.1,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
4,0,0.94,0.12,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
5,0,0.92,0.16,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
6,0,0.9,0.18,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
7,0,0.88,0.23,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
8,0,0.86,0.2,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
9,0,0.84,0.24,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
10,0,0.82,0.17,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
11,0,0.8,0.16,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
12,0,0.78,0.25,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
13,0,0.76,0.21,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
14,0,0.74,0.28,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
15,0,0.72,0.3,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
16,0,0.7,0.28,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
17,0,0.68,0.39,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
18,0,0.66,0.38,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
19,0,0.64,0.4,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
20,0,0.62,0.39,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
21,0,0.6,0.45,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
22,0,0.58,0.39,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
23,0,0.56,0.59,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
24,0,0.54,0.55,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
25,0,0.52,0.43,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
26,0,0.5,0.53,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
27,0,0.48,0.66,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
28,0,0.46,0.7,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
29,0,0.44,0.52,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
30,0,0.42,0.62,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
31,0,0.4,0.61,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
32,0,0.38,0.64,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
33,0,0.36,0.64,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
34,0,0.34,0.64,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
35,0,0.32,0.67,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
36,0,0.3,0.62,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
37,0,0.28,0.59,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
38,0,0.26,0.74,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
39,0,0.24,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
40,0,0.22,0.68,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
41,0,0.2,0.69,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
42,0,0.18,0.7,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
43,0,0.16,0.73,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
44,0,0.14,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
45,0,0.12,0.69,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
46,0,0.1,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
47,0,0.08,0.73,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
48,0,0.06,0.74,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
49,0,0.04,0.73,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
50,0,0.02,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
51,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
52,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
53,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
54,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
55,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
56,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
57,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
58,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
59,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
60,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
61,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
62,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
63,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
64,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
65,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
66,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
67,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
68,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
69,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
70,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
71,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
72,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
73,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
74,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
75,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
76,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
77,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
78,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
79,1,0.0,0.45,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
80,1,0.0,0.21,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__17,opt_anneal_noenergy
1,0,1.0,0.11,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
2,0,0.98,0.17,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
3,0,0.96,0.15,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
4,0,0.94,0.1,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
5,0,0.92,0.1,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
6,0,0.9,0.18,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
7,0,0.88,0.13,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
8,0,0.86,0.19,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
9,0,0.84,0.15,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
10,0,0.82,0.2,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
11,0,0.8,0.22,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
12,0,0.78,0.24,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
13,0,0.76,0.29,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
14,0,0.74,0.25,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
15,0,0.72,0.29,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
16,0,0.7,0.34,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
17,0,0.68,0.32,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
18,0,0.66,0.3,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
19,0,0.64,0.32,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
20,0,0.62,0.31,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
21,0,0.6,0.31,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
22,0,0.58,0.3,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
23,0,0.56,0.33,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
24,0,0.54,0.34,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
25,0,0.52,0.44,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
26,0,0.5,0.51,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
27,0,0.48,0.46,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
28,0,0.46,0.5,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
29,0,0.44,0.45,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
30,0,0.42,0.48,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
31,0,0.4,0.5,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
32,0,0.38,0.54,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
33,0,0.36,0.56,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
34,0,0.34,0.58,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
35,0,0.32,0.64,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
36,0,0.3,0.63,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
37,0,0.28,0.65,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
38,0,0.26,0.68,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
39,0,0.24,0.69,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
40,0,0.22,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
41,0,0.2,0.72,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
42,0,0.18,0.68,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
43,0,0.16,0.75,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
44,0,0.14,0.61,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
45,0,0.12,0.71,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
46,0,0.1,0.68,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
47,0,0.08,0.71,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
48,0,0.06,0.73,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
49,0,0.04,0.74,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
50,0,0.02,0.75,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
51,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
52,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
53,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
54,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
55,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
56,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
57,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
58,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
59,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
60,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
61,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
62,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
63,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
64,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
65,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
66,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
67,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
68,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
69,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
70,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
71,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
72,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
73,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
74,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
75,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
76,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
77,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
78,1,0.0,0.5,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
79,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
80,1,0.0,0.37,,stage_3,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__18,opt_anneal_noenergy
1,0,1.0,0.12,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
2,0,0.98,0.11,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
3,0,0.96,0.13,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
4,0,0.94,0.17,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
5,0,0.92,0.16,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
6,0,0.9,0.1,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
7,0,0.88,0.18,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
8,0,0.86,0.23,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
9,0,0.84,0.23,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
10,0,0.82,0.22,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
11,0,0.8,0.22,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
12,0,0.78,0.28,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
13,0,0.76,0.3,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
14,0,0.74,0.25,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
15,0,0.72,0.27,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
16,0,0.7,0.32,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
17,0,0.68,0.28,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
18,0,0.66,0.29,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
19,0,0.64,0.33,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
20,0,0.62,0.31,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
21,0,0.6,0.32,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
22,0,0.58,0.3,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
23,0,0.56,0.3,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
24,0,0.54,0.54,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
25,0,0.52,0.45,,stage_2,opt_anneal_noenergy__pa_pb1_wide_292363_3.out__19,opt_anneal_noenergy
